"County_Name","ID","Gender","Race","ACT_Score","HS_GPA","HS_Type","College_Type","PostHS_Plan","FirstGen","PellElig","County_FIPS","State"
"Prince William ",18854,1,1,22,3.08,2,3,1,1,2,"153"," Virginia"
"Prince William ",18855,1,2,20,3.69,1,1,2,2,2,"153"," Virginia"
"Prince William ",18856,2,1,20,3.86,1,1,2,2,2,"153"," Virginia"
"Prince William ",18857,1,2,24,2.7,1,3,1,1,1,"153"," Virginia"
"Prince William ",18858,2,4,22,2.8,1,3,4,1,1,"153"," Virginia"
"Prince William ",18859,1,2,24,3.64,1,1,4,2,1,"153"," Virginia"
"Prince William ",18860,1,1,24,2.89,1,1,1,2,1,"153"," Virginia"
"Prince William ",18861,2,4,23,2.19,2,1,2,2,2,"153"," Virginia"
"Prince William ",18862,1,2,22,2.83,1,1,1,2,2,"153"," Virginia"
"Prince William ",18863,2,1,22,3.99,1,1,1,2,1,"153"," Virginia"
"Prince William ",18864,2,4,20,1.86,1,1,1,2,1,"153"," Virginia"
"Prince William ",18865,1,4,21,2.29,1,1,1,2,2,"153"," Virginia"
"Prince William ",18866,2,1,18,3.47,1,1,1,2,2,"153"," Virginia"
"Prince William ",18867,1,1,22,2.19,1,3,1,2,2,"153"," Virginia"
"Prince William ",18868,2,4,19,2.97,1,1,4,2,2,"153"," Virginia"
"Prince William ",18869,1,1,22,3.15,2,1,1,2,2,"153"," Virginia"
"Prince William ",18870,1,1,21,2.46,1,3,3,1,2,"153"," Virginia"
"Prince William ",18871,1,1,21,2.3,1,1,1,2,1,"153"," Virginia"
"Prince William ",18872,1,1,18,2.95,2,1,2,2,2,"153"," Virginia"
"Prince William ",18873,2,1,22,2.89,2,1,1,1,2,"153"," Virginia"
"Prince William ",18874,2,1,23,3.67,1,1,1,2,2,"153"," Virginia"
"Prince William ",18875,2,1,22,2.46,1,3,1,2,2,"153"," Virginia"
"Prince William ",18876,1,1,24,2.03,1,1,1,2,2,"153"," Virginia"
"Prince William ",18877,2,1,23,2.95,3,3,1,2,2,"153"," Virginia"
"Prince William ",18878,1,4,22,2.21,1,0,1,2,2,"153"," Virginia"
"Prince William ",18879,2,1,19,2.82,1,1,1,1,2,"153"," Virginia"
"Prince William ",18880,2,4,20,1.93,2,1,1,2,2,"153"," Virginia"
"Prince William ",18881,1,1,18,2.29,2,1,4,2,1,"153"," Virginia"
"Prince William ",18882,1,3,19,2.07,1,1,1,2,2,"153"," Virginia"
"Prince William ",18883,1,2,20,2.36,1,1,1,2,1,"153"," Virginia"
"Prince William ",18884,2,3,20,3.32,1,3,3,2,2,"153"," Virginia"
"Prince William ",18885,2,2,18,1.83,1,3,1,2,1,"153"," Virginia"
"Prince William ",18886,2,1,21,3.54,3,1,1,2,2,"153"," Virginia"
"Prince William ",18887,1,1,19,2.1,1,0,2,2,2,"153"," Virginia"
"Prince William ",18888,2,1,20,3.85,1,3,2,2,2,"153"," Virginia"
"Prince William ",18889,2,1,19,1.8,1,1,1,2,2,"153"," Virginia"
"Prince William ",18890,2,1,19,3.19,1,3,1,2,2,"153"," Virginia"
"Prince William ",18891,2,2,21,1.77,1,0,1,2,2,"153"," Virginia"
"Prince William ",18892,1,1,24,2.32,1,3,1,2,2,"153"," Virginia"
"Prince William ",18893,1,4,22,2.88,1,1,1,2,1,"153"," Virginia"
"Prince William ",18894,1,2,24,2.36,2,1,1,1,2,"153"," Virginia"
"Prince William ",18895,1,1,21,3.92,1,0,1,2,2,"153"," Virginia"
"Prince William ",18896,2,1,22,2.08,1,3,2,2,2,"153"," Virginia"
"Prince William ",18897,2,2,21,2.09,1,3,1,2,2,"153"," Virginia"
"Prince William ",18898,2,1,23,2.14,1,1,1,2,1,"153"," Virginia"
"Prince William ",18899,2,1,21,3.5,2,3,1,1,2,"153"," Virginia"
"Prince William ",18900,1,4,21,3.3,1,3,2,1,2,"153"," Virginia"
"Prince William ",18901,2,1,18,2.65,2,1,1,1,2,"153"," Virginia"
"Prince William ",18902,2,3,24,2.22,1,1,1,2,2,"153"," Virginia"
"Prince William ",18903,2,1,21,2.86,1,1,4,2,2,"153"," Virginia"
"Prince William ",18904,2,1,20,3.86,1,3,1,2,1,"153"," Virginia"
"Prince William ",18905,1,2,19,3.17,3,1,2,2,2,"153"," Virginia"
"Prince William ",18906,2,1,18,3.68,1,1,1,2,2,"153"," Virginia"
"Prince William ",18907,1,1,21,2.87,1,3,1,2,1,"153"," Virginia"
"Prince William ",18908,2,2,19,1.99,1,1,1,2,2,"153"," Virginia"
"Prince William ",18909,1,2,25,3.04,1,0,2,2,1,"153"," Virginia"
"Prince William ",18910,1,4,21,2.98,1,3,1,1,1,"153"," Virginia"
"Prince William ",18911,2,4,19,3.23,2,3,4,1,2,"153"," Virginia"
"Prince William ",18912,1,1,18,2.84,1,1,2,1,1,"153"," Virginia"
"Prince William ",18913,1,4,22,3.19,1,1,1,2,2,"153"," Virginia"
"Prince William ",18914,1,1,18,2.01,1,1,2,2,1,"153"," Virginia"
"Prince William ",18915,2,1,25,2.61,1,1,1,2,2,"153"," Virginia"
"Prince William ",18916,2,1,26,2.69,1,0,1,2,1,"153"," Virginia"
"Prince William ",18917,2,4,17,2.14,1,3,1,2,2,"153"," Virginia"
"Prince William ",18918,2,1,24,2.93,1,1,2,1,1,"153"," Virginia"
"Prince William ",18919,2,1,18,3.24,1,1,3,1,2,"153"," Virginia"
"Prince William ",18920,2,1,20,3.31,1,1,1,2,2,"153"," Virginia"
"Prince William ",18921,1,1,18,3.87,1,1,1,1,1,"153"," Virginia"
"Prince William ",18922,2,4,23,3.27,2,1,1,2,1,"153"," Virginia"
"Prince William ",18923,1,4,21,2.36,1,1,2,1,2,"153"," Virginia"
"Prince William ",18924,1,1,23,2.21,3,1,1,1,1,"153"," Virginia"
"Prince William ",18925,2,3,17,3.55,1,1,2,2,2,"153"," Virginia"
"Prince William ",18926,2,1,23,2.27,1,1,3,2,2,"153"," Virginia"
"Prince William ",18927,1,1,18,1.83,1,1,2,2,2,"153"," Virginia"
"Prince William ",18928,2,4,20,3,1,0,1,1,2,"153"," Virginia"
"Prince William ",18929,2,2,26,2.43,1,3,1,2,1,"153"," Virginia"
"Prince William ",18930,2,2,24,2.24,1,3,1,1,1,"153"," Virginia"
"Prince William ",18931,2,2,22,2.38,1,1,2,2,1,"153"," Virginia"
"Prince William ",18932,1,1,24,3.86,2,3,2,2,2,"153"," Virginia"
"Prince William ",18933,2,1,22,1.78,1,1,4,1,2,"153"," Virginia"
"Prince William ",18934,2,4,19,2.25,1,1,1,2,2,"153"," Virginia"
"Prince William ",18935,1,1,22,3.96,1,1,3,1,2,"153"," Virginia"
"Prince William ",18936,2,1,27,3.12,1,1,1,1,2,"153"," Virginia"
"Prince William ",18937,1,1,17,3.93,1,0,2,2,1,"153"," Virginia"
"Prince William ",18938,1,4,17,3.56,1,3,1,1,1,"153"," Virginia"
"Prince William ",18939,1,3,21,2.51,1,0,1,2,2,"153"," Virginia"
"Prince William ",18940,2,1,20,2.62,1,3,3,2,2,"153"," Virginia"
"Prince William ",18941,1,4,20,2.27,2,2,1,2,2,"153"," Virginia"
"Prince William ",18942,2,1,17,2.15,1,1,1,1,2,"153"," Virginia"
"Prince William ",18943,1,2,23,3.2,2,1,3,2,2,"153"," Virginia"
"Prince William ",18944,1,1,23,2.16,3,3,3,2,1,"153"," Virginia"
"Prince William ",18945,2,1,22,3.91,1,3,1,1,2,"153"," Virginia"
"Prince William ",18946,1,1,22,3.92,1,1,3,2,2,"153"," Virginia"
"Prince William ",18947,2,2,22,2.03,1,3,1,2,2,"153"," Virginia"
"Prince William ",18948,1,1,23,3.71,1,1,1,1,2,"153"," Virginia"
"Prince William ",18949,1,1,21,2.69,2,1,2,2,2,"153"," Virginia"
"Prince William ",18950,1,3,18,2.03,1,2,1,2,2,"153"," Virginia"
"Prince William ",18951,2,1,24,3.75,1,1,2,2,2,"153"," Virginia"
"Prince William ",18952,1,1,19,3.46,1,1,2,2,2,"153"," Virginia"
"Prince William ",18953,2,1,22,3.98,1,2,1,2,2,"153"," Virginia"
"Prince William ",18954,2,1,22,1.94,1,1,4,2,2,"153"," Virginia"
"Prince William ",18955,1,1,22,3.47,1,3,1,2,1,"153"," Virginia"
"Prince William ",18956,2,1,21,3.25,1,3,1,2,2,"153"," Virginia"
"Prince William ",18957,2,1,18,3.33,1,0,1,2,2,"153"," Virginia"
"Prince William ",18958,2,1,14,1.89,1,1,1,2,2,"153"," Virginia"
"Prince William ",18959,1,1,17,3.69,1,3,1,2,1,"153"," Virginia"
"Prince William ",18960,1,1,22,3.62,1,3,1,2,1,"153"," Virginia"
"Prince William ",18961,1,1,17,2.53,1,1,2,2,2,"153"," Virginia"
"Prince William ",18962,2,1,14,3.5,2,1,2,2,1,"153"," Virginia"
"Prince William ",18963,1,4,20,3.21,1,1,2,1,1,"153"," Virginia"
"Prince William ",18964,2,2,21,2.59,1,3,1,2,2,"153"," Virginia"
"Prince William ",18965,1,4,21,3.49,1,3,1,1,1,"153"," Virginia"
"Prince William ",18966,2,1,24,3.71,1,0,1,1,1,"153"," Virginia"
"Prince William ",18967,1,3,20,3.87,1,1,1,2,1,"153"," Virginia"
"Prince William ",18968,2,1,19,2.34,2,1,1,2,2,"153"," Virginia"
"Prince William ",18969,2,2,26,3.9,2,1,2,2,2,"153"," Virginia"
"Prince William ",18970,1,1,22,2.08,2,1,1,1,1,"153"," Virginia"
"Prince William ",18971,2,1,24,3.08,1,1,1,2,1,"153"," Virginia"
"Prince William ",18972,1,1,17,1.88,1,1,3,2,2,"153"," Virginia"
"Prince William ",18973,2,1,16,3.68,1,3,1,2,1,"153"," Virginia"
"Prince William ",18974,1,1,25,2.27,1,1,1,2,2,"153"," Virginia"
"Prince William ",18975,1,4,17,4,1,1,1,1,2,"153"," Virginia"
"Prince William ",18976,2,3,22,3.2,1,1,1,2,2,"153"," Virginia"
"Prince William ",18977,2,2,22,3.93,3,1,2,2,2,"153"," Virginia"
"Prince William ",18978,1,4,17,1.86,2,3,2,2,2,"153"," Virginia"
"Prince William ",18979,2,1,22,2.08,1,1,2,2,2,"153"," Virginia"
"Prince William ",18980,2,1,20,3.21,3,0,2,2,2,"153"," Virginia"
"Prince William ",18981,1,2,25,2.17,1,3,4,2,2,"153"," Virginia"
"Prince William ",18982,2,1,23,2.69,2,1,2,1,1,"153"," Virginia"
"Prince William ",18983,2,2,24,3.03,1,1,1,2,2,"153"," Virginia"
"Prince William ",18984,2,2,20,2.51,1,1,1,2,1,"153"," Virginia"
"Prince William ",18985,2,4,20,3.19,1,1,2,1,1,"153"," Virginia"
"Prince William ",18986,2,1,22,2.34,1,1,1,2,2,"153"," Virginia"
"Prince William ",18987,1,3,22,3.58,1,1,1,1,2,"153"," Virginia"
"Prince William ",18988,2,1,21,2.97,1,3,1,2,2,"153"," Virginia"
"Prince William ",18989,1,1,20,2.82,1,3,1,2,2,"153"," Virginia"
"Prince William ",18990,2,1,20,3.02,2,3,3,2,2,"153"," Virginia"
"Prince William ",18991,2,4,18,3.41,1,1,1,2,1,"153"," Virginia"
"Prince William ",18992,1,1,19,3.16,1,1,1,1,1,"153"," Virginia"
"Prince William ",18993,2,1,22,2.44,2,1,1,2,2,"153"," Virginia"
"Prince William ",18994,2,1,13,3.93,1,1,1,2,2,"153"," Virginia"
"Prince William ",18995,2,1,21,2.98,3,3,2,1,2,"153"," Virginia"
"Prince William ",18996,1,3,16,2.05,1,1,2,2,1,"153"," Virginia"
"Prince William ",18997,1,3,19,2.86,1,1,1,2,1,"153"," Virginia"
"Prince William ",18998,1,1,17,2.77,1,1,1,2,1,"153"," Virginia"
"Prince William ",18999,2,3,21,2.74,1,1,1,2,2,"153"," Virginia"
"Prince William ",19000,2,1,23,2.74,2,1,3,2,2,"153"," Virginia"
"Prince William ",19001,1,3,21,1.83,1,1,1,2,1,"153"," Virginia"
"Prince William ",19002,2,1,22,2.26,2,2,1,2,2,"153"," Virginia"
"Prince William ",19003,2,1,21,1.86,1,1,1,2,1,"153"," Virginia"
"Prince William ",19004,1,1,18,3.85,1,1,1,2,1,"153"," Virginia"
"Prince William ",19005,1,3,24,2.67,2,3,1,2,1,"153"," Virginia"
"Prince William ",19006,1,1,21,2.24,1,1,1,2,1,"153"," Virginia"
"Prince William ",19007,2,1,23,2.1,1,0,2,2,2,"153"," Virginia"
"Prince William ",19008,2,1,21,2.62,1,1,4,2,1,"153"," Virginia"
"Prince William ",19009,1,3,22,2.3,2,1,1,1,1,"153"," Virginia"
"Prince William ",19010,1,4,21,2.18,1,3,1,2,1,"153"," Virginia"
"Prince William ",19011,2,1,26,3.49,1,3,2,1,2,"153"," Virginia"
"Prince William ",19012,1,1,23,2.85,1,1,1,1,2,"153"," Virginia"
"Prince William ",19013,2,1,22,3.9,1,1,1,2,1,"153"," Virginia"
"Prince William ",19014,1,2,21,3.21,1,3,1,2,1,"153"," Virginia"
"Prince William ",19015,1,1,22,2.26,1,1,2,2,2,"153"," Virginia"
"Prince William ",19016,1,1,20,2.7,1,1,1,2,1,"153"," Virginia"
"Prince William ",19017,1,1,17,3.6,1,0,1,1,1,"153"," Virginia"
"Prince William ",19018,2,1,20,3.13,1,1,1,2,1,"153"," Virginia"
"Prince William ",19019,2,2,24,2.92,1,1,1,2,2,"153"," Virginia"
"Prince William ",19020,1,1,22,3.34,1,1,1,2,2,"153"," Virginia"
"Prince William ",19021,1,1,22,1.82,1,1,1,2,2,"153"," Virginia"
"Prince William ",19022,2,2,19,3.57,2,1,1,2,2,"153"," Virginia"
"Prince William ",19023,1,1,20,2.95,1,1,2,2,1,"153"," Virginia"
"Prince William ",19024,2,3,17,2.78,1,1,1,2,2,"153"," Virginia"
"Prince William ",19025,2,1,21,2.68,1,1,4,2,2,"153"," Virginia"
"Prince William ",19026,1,1,24,2.02,1,1,1,2,2,"153"," Virginia"
"Prince William ",19027,2,1,24,2.12,1,3,4,2,1,"153"," Virginia"
"Prince William ",19028,1,1,22,2.27,1,3,1,2,2,"153"," Virginia"
"Prince William ",19029,2,4,21,2.78,1,1,1,2,2,"153"," Virginia"
"Prince William ",19030,2,1,21,2.07,1,3,1,1,2,"153"," Virginia"
"Prince William ",19031,2,4,22,3.26,1,3,1,1,2,"153"," Virginia"
"Prince William ",19032,2,4,24,3.4,1,1,1,2,2,"153"," Virginia"
"Prince William ",19033,1,1,19,2.14,1,3,1,2,2,"153"," Virginia"
"Prince William ",19034,1,1,23,2.32,1,3,1,1,2,"153"," Virginia"
"Prince William ",19035,1,1,22,3.84,1,1,1,2,1,"153"," Virginia"
"Prince William ",19036,1,3,25,3.39,1,3,1,2,2,"153"," Virginia"
"Prince William ",19037,1,1,23,4,1,1,1,2,2,"153"," Virginia"
"Prince William ",19038,1,1,28,3.19,1,1,1,1,1,"153"," Virginia"
"Prince William ",19039,1,1,23,2.87,1,3,3,2,2,"153"," Virginia"
"Prince William ",19040,1,1,25,2.66,1,1,1,2,1,"153"," Virginia"
"Prince William ",19041,1,2,16,3.44,3,0,1,2,1,"153"," Virginia"
"Prince William ",19042,1,4,19,3.09,1,3,2,2,2,"153"," Virginia"
"Prince William ",19043,1,3,18,2.85,1,1,1,2,2,"153"," Virginia"
"Prince William ",19044,2,4,22,2.33,1,3,1,1,2,"153"," Virginia"
"Prince William ",19045,2,2,21,2.67,1,3,1,2,1,"153"," Virginia"
"Prince William ",19046,2,4,23,2.1,1,3,2,2,1,"153"," Virginia"
"Prince William ",19047,2,4,23,3.76,2,3,1,1,1,"153"," Virginia"
"Prince William ",19048,2,1,24,2.16,1,2,3,2,2,"153"," Virginia"
"Prince William ",19049,1,4,18,2.93,1,1,1,1,2,"153"," Virginia"
"Prince William ",19050,2,1,24,1.92,2,2,1,2,2,"153"," Virginia"
"Prince William ",19051,1,3,23,2.86,1,1,1,2,2,"153"," Virginia"
"Prince William ",19052,1,1,22,2.31,1,1,3,2,2,"153"," Virginia"
"Prince William ",19053,2,1,16,3.26,1,3,1,2,2,"153"," Virginia"
"Prince William ",19054,2,1,26,3.42,1,2,1,1,2,"153"," Virginia"
"Prince William ",19055,1,4,23,3.1,1,1,1,1,2,"153"," Virginia"
"Prince William ",19056,2,1,20,3.05,1,1,1,2,2,"153"," Virginia"
"Prince William ",19057,1,1,20,2.87,1,1,2,2,2,"153"," Virginia"
"Prince William ",19058,2,2,20,3.34,2,1,1,2,1,"153"," Virginia"
"Prince William ",19059,1,2,24,2.88,1,1,2,2,1,"153"," Virginia"
"Prince William ",19060,1,1,27,2.98,2,3,1,2,2,"153"," Virginia"
"Prince William ",19061,1,4,20,3.75,1,1,1,2,2,"153"," Virginia"
"Prince William ",19062,1,4,21,2.47,2,1,1,2,1,"153"," Virginia"
"Prince William ",19063,2,1,23,3.04,1,1,1,2,2,"153"," Virginia"
"Prince William ",19064,1,2,17,3.33,1,3,1,2,1,"153"," Virginia"
"Prince William ",19065,2,1,16,2.74,1,3,1,1,2,"153"," Virginia"
"Prince William ",19066,2,4,19,1.84,1,0,1,1,2,"153"," Virginia"
"Prince William ",19067,2,1,26,2.59,1,1,1,2,1,"153"," Virginia"
"Prince William ",19068,1,4,17,3.76,1,3,1,2,1,"153"," Virginia"
"Prince William ",19069,2,3,21,2.49,1,3,1,2,1,"153"," Virginia"
"Prince William ",19070,1,3,18,3.4,1,1,3,2,2,"153"," Virginia"
"Prince William ",19071,2,1,16,2.84,2,1,1,2,2,"153"," Virginia"
"Prince William ",19072,1,3,22,2.65,2,1,3,2,1,"153"," Virginia"
"Prince William ",19073,1,1,20,2.29,1,1,1,2,1,"153"," Virginia"
"Prince William ",19074,1,1,22,3.19,1,1,1,2,1,"153"," Virginia"
"Prince William ",19075,2,4,24,3.11,1,2,2,2,1,"153"," Virginia"
"Prince William ",19076,1,1,17,2.56,1,3,1,2,2,"153"," Virginia"
"Prince William ",19077,2,2,20,2.78,1,0,2,2,1,"153"," Virginia"
"Prince William ",19078,2,4,21,3.33,1,1,1,2,1,"153"," Virginia"
"Prince William ",19079,1,4,23,2.02,1,1,1,2,2,"153"," Virginia"
"Prince William ",19080,1,4,17,3.33,1,1,3,2,2,"153"," Virginia"
"Prince William ",19081,2,1,20,2.85,3,1,3,1,2,"153"," Virginia"
"Prince William ",19082,2,1,25,3.96,1,3,2,2,2,"153"," Virginia"
"Prince William ",19083,1,3,24,1.84,1,3,1,2,2,"153"," Virginia"
"Prince William ",19084,2,1,19,3.9,1,1,1,2,2,"153"," Virginia"
"Prince William ",19085,2,3,24,3.25,2,3,1,2,2,"153"," Virginia"
"Prince William ",19086,2,1,22,1.99,1,1,2,2,1,"153"," Virginia"
"Prince William ",19087,2,4,22,2.78,2,3,2,2,2,"153"," Virginia"
"Prince William ",19088,1,3,19,3.4,1,3,1,2,1,"153"," Virginia"
"Prince William ",19089,1,3,22,2.39,1,1,1,1,2,"153"," Virginia"
"Prince William ",19090,1,1,19,3.45,3,1,1,2,1,"153"," Virginia"
"Prince William ",19091,2,1,23,2.98,2,3,1,2,2,"153"," Virginia"
"Prince William ",19092,1,1,18,3.45,1,1,1,2,1,"153"," Virginia"
"Prince William ",19093,1,1,21,3.31,1,1,1,1,2,"153"," Virginia"
"Prince William ",19094,1,1,18,2.09,1,1,1,2,1,"153"," Virginia"
"Prince William ",19095,1,1,21,3.06,1,1,3,2,2,"153"," Virginia"
"Prince William ",19096,2,2,20,3.44,1,3,1,1,1,"153"," Virginia"
"Prince William ",19097,2,1,20,3.18,1,0,2,2,2,"153"," Virginia"
"Prince William ",19098,1,1,21,2.75,2,1,1,2,2,"153"," Virginia"
"Prince William ",19099,2,4,23,2.97,1,3,1,2,2,"153"," Virginia"
"Prince William ",19100,1,1,19,3.97,1,1,1,1,2,"153"," Virginia"
"Prince William ",19101,2,1,19,2.13,1,1,3,2,2,"153"," Virginia"
"Prince William ",19102,1,1,19,2.4,1,3,1,2,2,"153"," Virginia"
"Prince William ",19103,2,2,21,3.01,1,3,1,2,2,"153"," Virginia"
"Prince William ",19104,2,1,21,3.63,2,3,1,2,1,"153"," Virginia"
"Prince William ",19105,1,4,20,2.82,1,2,2,2,2,"153"," Virginia"
"Prince William ",19106,1,1,21,2.88,2,2,2,2,1,"153"," Virginia"
"Prince William ",19107,2,1,17,2.79,2,3,1,1,2,"153"," Virginia"
"Prince William ",19108,1,1,21,3.72,1,1,3,2,1,"153"," Virginia"
"Prince William ",19109,1,1,25,2.74,1,1,1,2,2,"153"," Virginia"
"Prince William ",19110,1,4,19,1.94,3,3,2,2,2,"153"," Virginia"
"Prince William ",19111,1,4,16,2.96,1,1,1,2,2,"153"," Virginia"
"Prince William ",19112,2,1,21,3.19,1,1,1,2,2,"153"," Virginia"
"Prince William ",19113,1,1,27,1.96,1,3,1,2,2,"153"," Virginia"
"Prince William ",19114,1,1,13,2.16,2,1,1,1,1,"153"," Virginia"
"Prince William ",19115,1,4,21,3.46,1,3,1,2,2,"153"," Virginia"
"Prince William ",19116,2,1,20,3.71,1,1,1,2,1,"153"," Virginia"
"Prince William ",19117,2,3,20,3.98,1,1,1,2,2,"153"," Virginia"
"Prince William ",19118,2,1,21,2.06,1,1,1,2,2,"153"," Virginia"
"Prince William ",19119,1,2,16,2.17,1,1,2,2,1,"153"," Virginia"
"Prince William ",19120,1,1,20,3.13,1,1,3,2,1,"153"," Virginia"
"Prince William ",19121,1,1,19,2.3,3,3,1,1,1,"153"," Virginia"
"Prince William ",19122,2,3,20,3.12,1,3,4,2,1,"153"," Virginia"
"Prince William ",19123,2,1,18,3.56,1,3,1,1,1,"153"," Virginia"
"Prince William ",19124,2,4,19,2.07,1,1,1,1,2,"153"," Virginia"
"Prince William ",19125,2,1,26,2.42,1,3,2,1,1,"153"," Virginia"
"Prince William ",19126,1,1,26,2.89,1,1,1,1,2,"153"," Virginia"
"Prince William ",19127,2,4,22,1.88,1,1,2,2,2,"153"," Virginia"
"Prince William ",19128,2,1,30,2.77,1,3,2,1,2,"153"," Virginia"
"Prince William ",19129,2,2,18,2.01,1,1,1,2,1,"153"," Virginia"
"Prince William ",19130,1,4,19,3.46,2,1,1,2,2,"153"," Virginia"
"Prince William ",19131,2,1,19,2.81,1,3,4,2,2,"153"," Virginia"
"Prince William ",19132,2,2,19,3.73,2,3,1,2,2,"153"," Virginia"
"Prince William ",19133,2,1,23,2.2,2,3,1,2,2,"153"," Virginia"
"Prince William ",19134,1,1,21,3.04,1,1,3,1,2,"153"," Virginia"
"Prince William ",19135,1,1,25,3,3,3,2,2,1,"153"," Virginia"
"Prince William ",19136,1,2,26,2.9,1,1,1,2,2,"153"," Virginia"
"Prince William ",19137,2,1,17,2.81,1,3,1,2,2,"153"," Virginia"
"Prince William ",19138,2,3,26,2.68,2,1,1,1,2,"153"," Virginia"
"Prince William ",19139,2,1,17,2.38,2,0,4,1,2,"153"," Virginia"
"Prince William ",19140,1,1,25,3.4,1,3,2,2,2,"153"," Virginia"
"Prince William ",19141,2,1,22,2.76,3,1,4,2,2,"153"," Virginia"
"Prince William ",19142,1,1,26,3.42,1,1,1,1,2,"153"," Virginia"
"Prince William ",19143,1,2,21,2.76,1,3,1,2,1,"153"," Virginia"
"Prince William ",19144,1,1,22,2.42,2,1,2,2,2,"153"," Virginia"
"Prince William ",19145,2,1,18,3.9,1,1,1,2,1,"153"," Virginia"
"Prince William ",19146,1,1,22,3.82,1,2,1,1,2,"153"," Virginia"
"Prince William ",19147,2,1,18,3.71,1,3,1,2,1,"153"," Virginia"
"Prince William ",19148,1,1,23,3.88,1,2,1,1,2,"153"," Virginia"
"Prince William ",19149,2,1,25,3.18,1,1,1,2,2,"153"," Virginia"
"Prince William ",19150,2,1,18,3.07,1,1,1,2,2,"153"," Virginia"
"Prince William ",19151,2,1,24,2.44,1,1,1,1,1,"153"," Virginia"
"Prince William ",19152,2,3,23,1.87,1,3,1,2,1,"153"," Virginia"
"Prince William ",19153,2,1,20,2.07,1,1,2,2,1,"153"," Virginia"
"Prince William ",19154,1,1,25,3.61,1,3,1,2,2,"153"," Virginia"
"Prince William ",19155,2,1,18,3.36,1,1,2,2,1,"153"," Virginia"
"Prince William ",19156,2,4,20,2.87,3,1,2,1,2,"153"," Virginia"
"Prince William ",19157,1,1,26,1.78,1,1,1,1,2,"153"," Virginia"
"Prince William ",19158,1,1,21,2.27,1,1,1,2,2,"153"," Virginia"
"Prince William ",19159,1,2,20,1.87,1,1,3,2,2,"153"," Virginia"
"Prince William ",19160,1,3,22,2.56,2,1,1,2,1,"153"," Virginia"
"Prince William ",19161,1,2,12,3.51,1,1,2,2,2,"153"," Virginia"
"Prince William ",19162,2,1,22,3.57,2,0,3,1,2,"153"," Virginia"
"Prince William ",19163,1,1,26,3.56,1,3,1,2,1,"153"," Virginia"
"Prince William ",19164,2,3,26,1.96,2,3,1,2,1,"153"," Virginia"
"Prince William ",19165,1,1,22,2.09,1,1,3,1,2,"153"," Virginia"
"Prince William ",19166,1,1,20,2.44,1,0,1,2,1,"153"," Virginia"
"Prince William ",19167,2,1,18,3.27,1,1,1,2,1,"153"," Virginia"
"Prince William ",19168,1,1,24,3.02,1,1,2,2,2,"153"," Virginia"
"Prince William ",19169,2,1,22,2.04,1,1,2,2,2,"153"," Virginia"
"Prince William ",19170,2,4,16,3.96,1,3,3,2,2,"153"," Virginia"
"Prince William ",19171,2,1,19,2.69,1,1,1,2,2,"153"," Virginia"
"Prince William ",19172,2,1,20,3.14,1,3,1,2,2,"153"," Virginia"
"Prince William ",19173,1,4,25,2.06,1,3,1,1,2,"153"," Virginia"
"Prince William ",19174,2,4,16,2.5,1,1,1,2,2,"153"," Virginia"
"Prince William ",19175,1,1,26,1.87,2,2,1,2,2,"153"," Virginia"
"Prince William ",19176,1,1,23,3.54,1,1,2,2,2,"153"," Virginia"
"Prince William ",19177,2,1,22,3.63,1,1,2,1,1,"153"," Virginia"
"Prince William ",19178,2,1,23,2.61,2,2,3,2,2,"153"," Virginia"
"Prince William ",19179,1,1,20,3.56,1,1,1,2,2,"153"," Virginia"
"Prince William ",19180,1,3,20,3.36,1,1,1,1,1,"153"," Virginia"
"Prince William ",19181,1,1,21,2.34,1,3,1,2,2,"153"," Virginia"
"Prince William ",19182,1,1,19,3.99,1,1,1,2,2,"153"," Virginia"
"Prince William ",19183,2,1,21,2.02,1,0,1,1,1,"153"," Virginia"
"Prince William ",19184,2,2,20,2.1,1,3,1,2,1,"153"," Virginia"
"Prince William ",19185,1,1,19,3.23,1,2,2,2,2,"153"," Virginia"
"Prince William ",19186,1,1,18,3.25,1,3,2,1,2,"153"," Virginia"
"Prince William ",19187,2,1,18,3.87,2,3,4,1,2,"153"," Virginia"
"Prince William ",19188,1,1,16,2.05,1,2,3,1,1,"153"," Virginia"
"Prince William ",19189,2,1,18,2.59,1,1,2,1,2,"153"," Virginia"
"Prince William ",19190,1,3,21,2.79,1,1,2,1,1,"153"," Virginia"
"Prince William ",19191,2,1,21,3.54,1,1,2,2,1,"153"," Virginia"
"Prince William ",19192,2,1,14,2.77,1,3,2,1,2,"153"," Virginia"
"Prince William ",19193,2,1,26,2.45,2,1,1,2,1,"153"," Virginia"
"Prince William ",19194,2,1,21,1.81,1,3,1,2,2,"153"," Virginia"
"Prince William ",19195,2,3,23,3.68,2,1,2,2,1,"153"," Virginia"
"Pulaski ",19196,1,1,24,2.52,3,1,1,2,2,"155"," Virginia"
"Pulaski ",19197,2,1,21,3.62,1,1,1,1,2,"155"," Virginia"
"Pulaski ",19198,1,1,23,2.15,1,3,1,2,1,"155"," Virginia"
"Pulaski ",19199,1,2,18,2.06,1,1,1,2,1,"155"," Virginia"
"Pulaski ",19200,2,3,21,2.25,1,0,1,2,1,"155"," Virginia"
"Pulaski ",19201,2,1,20,3.45,1,1,1,2,2,"155"," Virginia"
